2,中信银行颜卡DIY-旺年卡,9元买电影票，9积分兑星巴克,https://img.rong360.com/3e8/84837/cimg/5e/5e7c7154f9f3fd737dd1f630bc656054fced7d9d_170x106.png,系列等级：金卡,系列币种：人民币,取现费用：20元,年费政策：金卡开卡消费一次免首年年费，交易五次免次年年费,https://www.rong360.com/credit/card/75fddb0fb601e214a0bae888a723bfe3,"基本信息;
年费政策：金卡开卡消费一次免首年年费，交易五次免次年年费
积分规则：普卡消费或取现1元积1分 金卡消费或取现1元积2分 生日双倍积分
积分有效期：有效期1-2年，账单年最后一天的积分有效期为1年，第一天积分有效期2年。
取现：最高取现比例30%，取现手续费为取现金额的2%，最低境内收费20元
最低还款比例：10%
免息期：最短20天，最长50天
短信通知：中信银行信用卡交易短信通知
失卡保障：中信银行信用卡可享受48小时挂失前失卡保障服务，每月收取4元
申请条件：凡具有完全民事行为能力的自然人，均可凭本人有效身份证件及发卡机构要求的其他文件向发卡机构申请中信信用卡个人卡主卡。凡在中国境内金融机构开立基本账户，具有独立法人资格的企业、行政事业单位、部队、社会团体、法人授权的其他经济组织等，可凭中国人民银行核发的开户许可证等资料向发卡机构申领中信公务卡。公务卡持卡人的资格由单位法定代表人或其委托的代理人书面指定和撤销。每个单位可申请多张公务卡 。
申请材料：1. 申请人（主、附属卡）身份证明文件复印件； 2. 工作证明文件，如：加盖单位公章的工作证复印件或单位开具的工作证明原件； 3. 财力证明文件，如：单位开具的收入证明原件，或银行存款证明原件，或显示申请人姓名的银行代发工资记录复印件，或所得税扣缴凭证复印件，或自有房产证复印件等。
",,"相关费用;
取现：最高取现比例30%，取现手续费为取现金额的2%，最低境内收费20元
还款：最低还款金额为本月账单的10%，日息0.05%
违约金：还款低于最低还款金额的部分需缴5%的违约金，最低收费20元/2美元/20港币/2欧元
超限费：超过信用额度的5%
溢缴费：存入金额超出欠款的部分，取出时收取0.3%
挂失费：40元
补卡费：15元
3期:2.4%,
6期:4.8%,
12期:8.76%,
18期:13.5%,
24期:18%,
"
3,交通银行标准信用卡,境内外消费后均可人民币还款,https://img.rong360.com/3e8/ff19d/cimg/1b/1be861f623d2d6cd7d49e336bc2a7f8b85d000ce_170x106.jpeg,系列等级：普卡/金卡,系列币种：人民币,取现费用：10元,年费政策：免首年年费，刷卡6次免次年年费,https://www.rong360.com/credit/card/49a0649072ec35f5e4b96b44255ce09f,"基本信息;
年费政策：免首年年费，刷卡6次免次年年费
积分规则：消费1元累积1分，消费1美元累积7分
积分有效期：2年
取现：最高取现比例50%，取现手续费为取现金额的1%，最低境内收费10元
最低还款比例：10%
免息期：最短25天，最长56天
短信通知：交通银行信用卡短信提醒收费标准
失卡保障：交通银行信用卡需开通用卡无忧后可享受72小时挂失前失卡保障服务
申请条件：凡具有完全民事行为能力、有合法收入的个人，可凭公安部门认可的本人有效身份证件（包括身份证、军官证、警官证、通行证、回乡证、护照等，下同）向发卡机构申领个人主卡 个人主卡申领人可为其配偶及具有民事行为能力的直系亲属申领不超过三张的附属卡；附属卡所用款项均记入主卡账户，主卡持卡人对附属卡的所有应付款项负偿还责任
申请材料：您附属卡申请人的身份证明文件，如身份证、军官证、警官证、通行证或护照等 您的居住证明文件，如最近二个月内任何一个月的公共事业费账单、银行证券
","专享特权;
新户达标送500元刷卡金:
活动时间：2017年8月1日至2017年10月31日
活动地区：全国（8大城市+全国）
活动对象：交通银行信用卡新客户

活动一：发卡地是北京、上海、广州、深圳、成都、南京、武汉、杭州8大城市的新用户，与活动期间核卡，并在核卡后45天内使用该指定交通银行信用卡，累计有积分消费1000元（含）以上，且在交通银行信用卡买单吧APP指定板块单笔消费满100元（现金支付部分），即可至买单吧APP领取以下任一指定礼品：
1、500元刷卡金礼包；
2、智能空气炸锅；
3、多功能照片打印机。

活动二：除去活动一中8大城市的全国新用户，与活动期间核卡，并在核卡后45天内使用该指定交通银行信用卡，累计有积分消费1000元（含）以上，且在交通银行信用卡买单吧APP指定板块单笔消费满100元（现金支付部分），即可至买单吧APP领取以下任一指定礼品：
1、500元刷卡金礼包；
2、美旅21寸时尚拉杆箱；
3、飞利浦过滤水壶（含三芯）。
境外使用 本币还款:
无论是在境内还是境外使用此卡，最后都可选择人民币还款，避免在境外发生因外汇不足带来的不便。省时、省力、省心的多种还款方式让你合理安排资金，旅游购物更逍遥。
长达56天免息期:
无需在卡内预存现金，也可尽情享受先刷卡后还款的消费体验，免息还款期最长达56天，助您理财更轻松。
","相关费用;
取现：最高取现比例50%，取现手续费为取现金额的1%，最低境内收费10元
还款：最低还款金额为本月账单的10%，日息0.05%
违约金：还款低于最低还款金额的部分需缴5%的违约金，最低收费10元或1美元
超限费：超过信用额度的5%，最低收费5元或1美元
溢缴费：存入金额超出欠款的部分，取出时收取0.5%
挂失费：50元
补卡费：15元
3期:2.79%,
6期:4.8%,
12期:8.64%,
18期:12.96%,
24期:17.28%,
"
4,交通银行中铁网络联名卡,12306购票立享7折,https://img.rong360.com/3e8/1ff02/cimg/82/821a020648fac9ea2ca34864aa4e45d455435aea_170x106.png,系列等级：金卡,系列币种：人民币,取现费用：10元,年费政策：免首年年费，刷卡6次免次年年费,https://www.rong360.com/credit/card/a9aa6e2b804e9d5d7b27b676537ff080,"基本信息;
年费政策：免首年年费，刷卡6次免次年年费
积分规则：消费1元累积1分，消费1美元累积7分
积分有效期：2年
取现：最高取现比例50%，取现手续费为取现金额的1%，最低境内收费10元
最低还款比例：10%
免息期：最短25天，最长56天
短信通知：交通银行信用卡短信提醒收费标准
失卡保障：交通银行信用卡需开通用卡无忧后可享受72小时挂失前失卡保障服务
申请条件：凡具有完全民事行为能力、有合法收入的个人，可凭公安部门认可的本人有效身份证件（包括身份证、军官证、警官证、通行证、回乡证、护照等，下同）向发卡机构申领个人主卡 个人主卡申领人可为其配偶及具有民事行为能力的直系亲属申领不超过三张的附属卡；附属卡所用款项均记入主卡账户，主卡持卡人对附属卡的所有应付款项负偿还责任
申请材料：您附属卡申请人的身份证明文件，如身份证、军官证、警官证、通行证或护照等 您的居住证明文件，如最近二个月内任何一个月的公共事业费账单、银行证券
","专享特权;
最红星期五:
从2017年11月10日起，成功注册并单笔消费满98元，即可享受12306网站和app银联支付渠道购票立减5%。还可享超市、加油立减5%优惠
周五购票享5倍积分:

激活首年送1年期铁路乘意险:

","相关费用;
取现：最高取现比例50%，取现手续费为取现金额的1%，最低境内收费10元
还款：最低还款金额为本月账单的10%，日息0.05%
违约金：还款低于最低还款金额的部分需缴5%的违约金，最低收费10元或1美元
超限费：超过信用额度的5%，最低收费5元或1美元
溢缴费：存入金额超出欠款的部分，取出时收取0.5%
挂失费：50元
补卡费：15元
3期:2.79%,
6期:4.8%,
12期:8.64%,
18期:12.96%,
24期:17.28%,
"
5,中信银行i白金信用卡,最好申请的小白金 网络交易双倍积分,https://img.rong360.com/3e8/1efa8/cimg/89/89c405b7e576e832870c613f329911baaeee97de_170x106.png,系列等级：白金卡,系列币种：人民币,取现费用：20元,年费政策：首年免年费，次年刷卡（含取现）12次减免年费，也可以使用6万积分兑换次年年费。,https://www.rong360.com/credit/card/359a3d10248653da268661947a7cece1,"基本信息;
年费政策：首年免年费，次年刷卡（含取现）12次减免年费，也可以使用6万积分兑换次年年费。
积分规则：消费或取现1元积2分
积分有效期：有效期1-2年，账单年最后一天的积分有效期为1年，第一天积分有效期2年。
取现：最高取现比例30%，取现手续费为取现金额的2%，最低境内收费20元
最低还款比例：10%
免息期：最短20天，最长50天
短信通知：中信银行信用卡交易短信通知
失卡保障：中信银行信用卡可享受48小时挂失前失卡保障服务，每月收取4元
申请条件：凡具有完全民事行为能力的自然人，均可凭本人有效身份证件及发卡机构要求的其他文件向发卡机构申请中信信用卡个人卡主卡。凡在中国境内金融机构开立基本账户，具有独立法人资格的企业、行政事业单位、部队、社会团体、法人授权的其他经济组织等，可凭中国人民银行核发的开户许可证等资料向发卡机构申领中信公务卡。公务卡持卡人的资格由单位法定代表人或其委托的代理人书面指定和撤销。每个单位可申请多张公务卡 。
申请材料：1. 申请人（主、附属卡）身份证明文件复印件； 2. 工作证明文件，如：加盖单位公章的工作证复印件或单位开具的工作证明原件； 3. 财力证明文件，如：单位开具的收入证明原件，或银行存款证明原件，或显示申请人姓名的银行代发工资记录复印件，或所得税扣缴凭证复印件，或自有房产证复印件等。
","专享特权;
网络交易享双倍积分:
网络交易计算双倍积分，最高10000分/账单月。贵为白金卡可双倍积分，生日当月更可尊享4倍积分。（限累计积分的卡类）
积分换好礼:
刷卡积分换取多种奖励、礼品、年费及飞行礼遇
爱信账户圆你的公益梦:
你可以参与或发起公益募捐活动，爱信账户的明细列表，会清楚记录下你和好友的每一笔爱心捐赠。
","相关费用;
取现：最高取现比例30%，取现手续费为取现金额的2%，最低境内收费20元
还款：最低还款金额为本月账单的10%，日息0.05%
违约金：还款低于最低还款金额的部分需缴5%的违约金，最低收费20元/2美元/20港币/2欧元
超限费：超过信用额度的5%
溢缴费：存入金额超出欠款的部分，取出时收取0.3%
挂失费：40元
补卡费：15元
3期:2.4%,
6期:4.8%,
12期:8.76%,
18期:13.5%,
24期:18%,
"
7,交通银行Y-POWER黑卡,取现额度高达100% 手续费低至5元每笔,https://img.rong360.com/3e8/1ba10/cimg/8b/8b2a62cbf8f417453fbee1504ec08adcb13fabf2_170x106.jpeg,系列等级：普卡,系列币种：人民币,取现费用：5元,年费政策：免首年年费，刷卡6次免次年年费,https://www.rong360.com/credit/card/3527581dfa04d3fce43435b65b795257,"基本信息;
年费政策：免首年年费，刷卡6次免次年年费
积分规则：消费1元累积1分，消费1美元累积7分
积分有效期：2年
取现：最高取现比例100%，取现手续费为取现金额的1%，最低境内收费5元
最低还款比例：10%
免息期：最短25天，最长56天
短信通知：交通银行信用卡短信提醒收费标准
失卡保障：交通银行信用卡需开通用卡无忧后可享受72小时挂失前失卡保障服务
申请条件：凡具有完全民事行为能力、有合法收入的个人，可凭公安部门认可的本人有效身份证件（包括身份证、军官证、警官证、通行证、回乡证、护照等，下同）向发卡机构申领个人主卡 个人主卡申领人可为其配偶及具有民事行为能力的直系亲属申领不超过三张的附属卡；附属卡所用款项均记入主卡账户，主卡持卡人对附属卡的所有应付款项负偿还责任
申请材料：您附属卡申请人的身份证明文件，如身份证、军官证、警官证、通行证或护照等 您的居住证明文件，如最近二个月内任何一个月的公共事业费账单、银行证券
","专享特权;
新户达标送500元刷卡金:
活动时间：2017年8月1日至2017年10月31日
活动地区：全国（8大城市+全国）
活动对象：交通银行信用卡新客户

活动一：发卡地是北京、上海、广州、深圳、成都、南京、武汉、杭州8大城市的新用户，与活动期间核卡，并在核卡后45天内使用该指定交通银行信用卡，累计有积分消费1000元（含）以上，且在交通银行信用卡买单吧APP指定板块单笔消费满100元（现金支付部分），即可至买单吧APP领取以下任一指定礼品：
1、500元刷卡金礼包；
2、智能空气炸锅；
3、多功能照片打印机。

活动二：除去活动一中8大城市的全国新用户，与活动期间核卡，并在核卡后45天内使用该指定交通银行信用卡，累计有积分消费1000元（含）以上，且在交通银行信用卡买单吧APP指定板块单笔消费满100元（现金支付部分），即可至买单吧APP领取以下任一指定礼品：
1、500元刷卡金礼包；
2、美旅21寸时尚拉杆箱；
3、飞利浦过滤水壶（含三芯）。
高达100%取现额度:

取现手续费低至5元/笔:
境内人民币取现，无论同行跨行、同城异地，手续费一律低至5元/笔。
","相关费用;
取现：最高取现比例100%，取现手续费为取现金额的1%，最低境内收费5元
还款：最低还款金额为本月账单的10%，日息0.05%
违约金：还款低于最低还款金额的部分需缴5%的违约金
超限费：超过信用额度的5%，最低收费5元或1美元
溢缴费：存入金额超出欠款的部分，取出时收取0.5%
挂失费：50元
补卡费：15元
3期:2.79%,
6期:4.8%,
12期:8.64%,
18期:12.96%,
24期:17.28%,
"
8,光大小黄鸭酷黑主题信用卡,潮鸭驾到 玩味百变,https://img.rong360.com/3e8/0f3ee/cimg/5c/5c3a6d13b83177ec50f58dfc31a828feed50fda6_170x106.jpeg,系列等级：金卡,系列币种：人民币,取现费用：10元,年费政策：免首年年费，当年消费三笔或累计金额2000元，免次年年费,https://www.rong360.com/credit/card/2fc42977d4ea4ffb189f7a883c697fe5,"基本信息;
年费政策：免首年年费，当年消费三笔或累计金额2000元，免次年年费
积分规则：普卡、金卡消费1元累计1积分，生日月消费1元累计2积分
积分有效期：5年
取现：最高取现比例50%，取现手续费为取现金额的2.5%，最低境内收费10元
最低还款比例：10%
免息期：最短20天，最长56天
短信通知：光大银行信用卡交易短信通知完全免费
失卡保障：光大银行信用卡可享受48小时挂失前失卡保障服务
申请条件：1、申请人应为满足18周岁（含）至60周岁（含），且具有完全民事行为能力的中国公民； 2、申请人应有正当职业且收入稳定。
申请材料：1、身份证明：一般是身份证（若您使用的是新版身份证，需正反面复印件），军人需提供军人证复印件； 2、工作证明：可以是任职单位开立的工作证明原件（请写明具体的公司名称、部门、岗位及收入情况，并加盖公司公章或人事章），或工作证/牌复印件； 3、财力证明：可以是银行代发工资记录，或所得税扣缴凭证，或房、车、存款和投资市值证明文件（如房产证/汽车行驶证/银行定期存单的复印件）等能证明您财力水平的资料
","专享特权;
微信、QQ支付最高双倍积分:

10元看大片、京东购物立减:

味千拉面满88元立减35元:

","相关费用;
取现：最高取现比例50%，取现手续费为取现金额的2.5%，最低境内收费10元
还款：最低还款金额为本月账单的10%，日息0.05%
违约金：还款低于最低还款金额的部分需缴5%的违约金，最低收费15元/2美元/2欧元
超限费：超过信用额度的5%
溢缴费：存入金额超出欠款的部分，取出时收取1%
挂失费：50元
补卡费：20元
3期:2.9%,
6期:5%,
12期:9%,
18期:--,
24期:--,
"
9,中信银行淘气卡,淘宝交易最高享10倍积分,https://img.rong360.com/3e8/ff118/cimg/32/3278962a87a67b7c4a8150fde918b33adba239e9_170x106.png,系列等级：白金卡/金卡,系列币种：人民币,取现费用：20元,年费政策：开卡当月刷卡消费或取现一次（不限金额）免首年免费，首年再刷卡消费或取现五次（不限金额）免次年年费，以此类推,https://www.rong360.com/credit/card/d5a7b4718c3a653246aad00bf2c2e556,"基本信息;
年费政策：开卡当月刷卡消费或取现一次（不限金额）免首年免费，首年再刷卡消费或取现五次（不限金额）免次年年费，以此类推
积分规则：普卡消费或取现1元积1分 金卡消费或取现1元积2分 生日双倍积分
积分有效期：有效期1-2年，账单年最后一天的积分有效期为1年，第一天积分有效期2年。
取现：最高取现比例30%，取现手续费为取现金额的2%，最低境内收费20元
最低还款比例：10%
免息期：最短20天，最长50天
短信通知：中信银行信用卡交易短信通知
失卡保障：中信银行信用卡可享受48小时挂失前失卡保障服务，每月收取4元
申请条件：凡具有完全民事行为能力的自然人，均可凭本人有效身份证件及发卡机构要求的其他文件向发卡机构申请中信信用卡个人卡主卡。凡在中国境内金融机构开立基本账户，具有独立法人资格的企业、行政事业单位、部队、社会团体、法人授权的其他经济组织等，可凭中国人民银行核发的开户许可证等资料向发卡机构申领中信公务卡。公务卡持卡人的资格由单位法定代表人或其委托的代理人书面指定和撤销。每个单位可申请多张公务卡 。
申请材料：1. 申请人（主、附属卡）身份证明文件复印件； 2. 工作证明文件，如：加盖单位公章的工作证复印件或单位开具的工作证明原件； 3. 财力证明文件，如：单位开具的收入证明原件，或银行存款证明原件，或显示申请人姓名的银行代发工资记录复印件，或所得税扣缴凭证复印件，或自有房产证复印件等。
","专享特权;
节日惊喜 积分翻10倍:
淘宝会员生日、会员入淘周年庆、淘宝新会员注册日、会员日等特殊日，使用淘宝V卡在淘宝网的支付宝快捷交易最高可享10倍中信信用卡积分
最高1800元新户好礼:
首次办理淘气卡的中信银行信用卡的新客户，最高可获得价值1800元的美旅背包和美旅拉杆箱。新客户定义为名下无中信银行信用卡，注销卡距申请日180自然日以上，或名下仅有蓝卡的客户。
1000元航班延误险:
通过指定渠道使用淘宝V卡购买机票，延误4小时立赔1000元。
","相关费用;
取现：最高取现比例30%，取现手续费为取现金额的2%，最低境内收费20元
还款：最低还款金额为本月账单的10%，日息0.05%
违约金：还款低于最低还款金额的部分需缴5%的违约金，最低收费20元/2美元/20港币/2欧元
超限费：超过信用额度的5%
溢缴费：存入金额超出欠款的部分，取出时收取0.3%
挂失费：40元
补卡费：15元
3期:2.4%,
6期:4.8%,
12期:8.76%,
18期:13.5%,
24期:18%,
"
10,光大淘票票酷黑联名卡,尊享淘票票会员、免费观影权益,https://img.rong360.com/3e8/56144/cimg/3a/3aa8c414eafc2121a4f84801f92eb054431b2bb6_170x106.jpeg,系列等级：金卡,系列币种：人民币,取现费用：10元,年费政策：终身免年费,https://www.rong360.com/credit/card/e59d97efb88c7b7a0980463065039428,"基本信息;
年费政策：终身免年费
积分规则：普卡、金卡消费1元累计1积分，生日月消费1元累计2积分
积分有效期：5年
取现：最高取现比例50%，取现手续费为取现金额的2.5%，最低境内收费10元
最低还款比例：10%
免息期：最短20天，最长56天
短信通知：光大银行信用卡交易短信通知完全免费
失卡保障：光大银行信用卡可享受48小时挂失前失卡保障服务
申请条件：1、申请人应为满足18周岁（含）至60周岁（含），且具有完全民事行为能力的中国公民； 2、申请人应有正当职业且收入稳定。
申请材料：1、身份证明：一般是身份证（若您使用的是新版身份证，需正反面复印件），军人需提供军人证复印件； 2、工作证明：可以是任职单位开立的工作证明原件（请写明具体的公司名称、部门、岗位及收入情况，并加盖公司公章或人事章），或工作证/牌复印件； 3、财力证明：可以是银行代发工资记录，或所得税扣缴凭证，或房、车、存款和投资市值证明文件（如房产证/汽车行驶证/银行定期存单的复印件）等能证明您财力水平的资料
","专享特权;
卡片终身免年费:

10元享汉堡王套餐:

10元抢格瓦拉影票:

","相关费用;
取现：最高取现比例50%，取现手续费为取现金额的2.5%，最低境内收费10元
还款：最低还款金额为本月账单的10%，日息0.05%
违约金：还款低于最低还款金额的部分需缴5%的违约金，最低收费15元/2美元/2欧元
超限费：超过信用额度的5%
溢缴费：存入金额超出欠款的部分，取出时收取1%
挂失费：50元
补卡费：20元
3期:2.9%,
6期:5%,
12期:9%,
18期:--,
24期:--,
"
11,交通银行沃尔玛金卡,沃尔玛店内购物返现2.5%,https://img.rong360.com/3e8/8b587/cimg/8a/8a312d3cee2d2df53f1a84457b2dfd7a516239d6_170x106.png,系列等级：普卡/金卡,系列币种：人民币,取现费用：10元,年费政策：免首年年费，刷卡6次免次年年费,https://www.rong360.com/credit/card/b2645a25f6215e6a627c173f1c918bbd,"基本信息;
年费政策：免首年年费，刷卡6次免次年年费
积分规则：沃尔玛店内消费1元累积1交行积分，店外1元累积1分
积分有效期：1年
取现：最高取现比例50%，取现手续费为取现金额的1%，最低境内收费10元
最低还款比例：10%
免息期：最短25天，最长56天
短信通知：交通银行信用卡短信提醒收费标准
失卡保障：交通银行信用卡需开通用卡无忧后可享受72小时挂失前失卡保障服务
申请条件：凡具有完全民事行为能力、有合法收入的个人，可凭公安部门认可的本人有效身份证件（包括身份证、军官证、警官证、通行证、回乡证、护照等，下同）向发卡机构申领个人主卡 个人主卡申领人可为其配偶及具有民事行为能力的直系亲属申领不超过三张的附属卡；附属卡所用款项均记入主卡账户，主卡持卡人对附属卡的所有应付款项负偿还责任。
申请材料：您附属卡申请人的身份证明文件，如身份证、军官证、警官证、通行证或护照等 您的居住证明文件，如最近二个月内任何一个月的公共事业费账单、银行证券
","专享特权;
积分回馈最高1%:
沃尔玛积分奖励计划，让您在刷卡消费的同时，获得货真价实的积分回赠！积分可用于折抵您在沃尔玛的店内消费。沃尔玛信用卡在沃尔玛店内刷卡消费不累计积分，店外人民币消费每1元累积1分。2011年12月31日前外币消费每1美元累积8分；2012年1月1日起，外币消费每1美元累积7分（沃尔玛环球信用卡精英版境外交易1美元积14分）。您只需登录 creditcard.bankcomm.com交通银行信用卡官网中的""积分商城""即可申请兑换! 积分累积或兑换若涉及任何舞弊或欺诈行为，所有已累积的积分和兑换的刷卡金均可能被交通银行取消，交通银行亦保留对持卡人追究法律责任的权利。
单笔消费达1000元 即可自由分期:
无论店内店外，单笔消费达到1500元人民币或等值外币即可自由分期。更可在特约商场进行商场分期，或在特约商户进行邮购分期，最长达24期。
店内周六至周四享2.5%刷卡金:
自2017年1月1日起，沃尔玛持卡人通过交通银行信用卡网站完成活动注册，同时上月刷交通银行信用卡任意消费（指实际支付金额，且不含取现或转账）累计满人民币3000元，则（除周五外）持沃尔玛信用卡于全国沃尔玛门店或通过沃尔玛手机客户端单笔消费（不含购物卡消费）满98元即可享2.5%刷卡金返还奖励；每周累计获赠刷卡金金额上限不超过人民币25元，每月累计获赠刷卡金总金额累计不超过人民币100元。
","相关费用;
取现：最高取现比例50%，取现手续费为取现金额的1%，最低境内收费10元
还款：最低还款金额为本月账单的10%，日息0.05%
违约金：还款低于最低还款金额的部分需缴5%的违约金，最低收费10元或1美元
超限费：超过信用额度的5%，最低收费5元或1美元
溢缴费：存入金额超出欠款的部分，取出时收取0.5%
挂失费：50元
补卡费：15元
3期:2.79%,
6期:4.8%,
12期:8.64%,
18期:12.96%,
24期:17.28%,
"
12,中信银行猫眼联名金卡,一张免费看电影的信用卡,https://img.rong360.com/3e8/7030c/cimg/df/df84d285df0b9b3343b5897c66069bc6e3f0cb74_170x106.png,系列等级：白金卡/金卡,系列币种：人民币,取现费用：20元,年费政策：金卡开卡当月消费一次免首年年费，交易五次免次年年费,https://www.rong360.com/credit/card/a0dbdb620dc670aeeb097b719fb56fa2,"基本信息;
年费政策：金卡开卡当月消费一次免首年年费，交易五次免次年年费
积分规则：不计中信积分，每计积分交易1600元累积2元猫眼代金券
积分有效期：有效期1-2年，账单年最后一天的积分有效期为1年，第一天积分有效期2年。
取现：最高取现比例30%，取现手续费为取现金额的2%，最低境内收费20元
最低还款比例：10%
免息期：最短20天，最长50天
短信通知：中信银行信用卡交易短信通知
失卡保障：中信银行信用卡可享受48小时挂失前失卡保障服务，每月收取4元
申请条件：凡具有完全民事行为能力的自然人，均可凭本人有效身份证件及发卡机构要求的其他文件向发卡机构申请中信信用卡个人卡主卡。凡在中国境内金融机构开立基本账户，具有独立法人资格的企业、行政事业单位、部队、社会团体、法人授权的其他经济组织等，可凭中国人民银行核发的开户许可证等资料向发卡机构申领中信公务卡。公务卡持卡人的资格由单位法定代表人或其委托的代理人书面指定和撤销。每个单位可申请多张公务卡 。
申请材料：申请人（主、附属卡）身份证明文件复印件；工作证明文件，如：加盖单位公章的工作证复印件或单位开具的工作证明原件；财力证明文件，如：单位开具的收入证明原件，或银行存款证明原件，或显示申请人姓名的银行代发工资记录复印件，或所得税扣缴凭证复印件，或自有房产证复印件等。
","专享特权;
5000元盗刷险保障:
首次刷卡消费的次日零时起享受该保险，挂失前48小时内，因信用卡遗失、被盗、被抢所发生的被盗用损失，保障上限5000元。连续6个月没有发生交易的信用卡将被自动取消该保险功能。
新户尊享120元电影券:
2017年7月13日-2017年12月31日，申请中信猫眼联名卡的中信信用卡新客户，在核卡60天内累积计积分交易（含取现）满399元，可领取120元猫眼电影礼包一份。
猫眼购票周周立减10元:
中信猫眼联名卡客户每周六在猫眼APP购票，付款时使用中信猫眼联名信用卡“银行卡支付”方式支付，可享受单笔订单满20元立减10元优惠，每个活动日限量5000名，先到先得，每个客户每个活动日限享1次优惠。
","相关费用;
取现：最高取现比例30%，取现手续费为取现金额的2%，最低境内收费20元
还款：最低还款金额为本月账单的10%，日息0.05%
违约金：还款低于最低还款金额的部分需缴5%的违约金，最低收费20元/2美元/20港币/2欧元
超限费：超过信用额度的5%
溢缴费：存入金额超出欠款的部分，取出时收取0.3%
挂失费：40元
补卡费：15元
3期:2.4%,
6期:4.8%,
12期:8.76%,
18期:13.5%,
24期:18%,
"
